id,sex,country,city,bdate
657980277,Male,Украина,Запорожье,1996
657677380,Male,Россия,Санкт-Петербург,1994
657433879,Female,Unfiled_country,Unfiled_city,Unfiled_bdate
655125877,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
652396719,Female,Unfiled_country,Unfiled_city,1996
652085325,Female,Эстония,Unfiled_city,Unfiled_bdate
649902652,Male,Unfiled_country,Unfiled_city,1988
649786791,Female,Россия,Новосибирск,Unfiled_bdate
649608244,Male,Мьянма,Naypyidaw,1952
646711687,Male,Unfiled_country,Unfiled_city,1997
645932548,Male,Россия,Тамбов,1988
644772513,Male,Россия,Нижневартовск,1996
643870768,Male,Россия,Москва,1973
642593087,Male,Россия,Москва,1993
642017316,Male,Беларусь,Минск,Unfiled_bdate
641043090,Male,Россия,Москва,1987
640801638,Male,Unfiled_country,Unfiled_city,1991
640548651,Male,Unfiled_country,Unfiled_city,1998
640400795,Male,Unfiled_country,Unfiled_city,2000
640340149,Male,Unfiled_country,Unfiled_city,2001
638911178,Male,Unfiled_country,Unfiled_city,1999
638773145,Male,Unfiled_country,Unfiled_city,2005
636930367,Male,Польша,Gliwice,Unfiled_bdate
635406701,Male,Unfiled_country,Unfiled_city,1985
635169353,Male,Россия,Санкт-Петербург,1994
634659276,Male,Unfiled_country,Unfiled_city,2006
634094586,Male,Unfiled_country,Unfiled_city,1987
633347908,Male,Unfiled_country,Unfiled_city,2005
632994084,Male,Unfiled_country,Unfiled_city,2001
632703107,Female,Россия,Красноярск,1902
632682414,Male,Unfiled_country,Unfiled_city,1997
632127840,Male,Unfiled_country,Unfiled_city,2000
631834482,Male,Unfiled_country,Unfiled_city,2006
631752357,Male,Unfiled_country,Unfiled_city,2006
628539522,Male,Россия,Ростов-на-Дону,1998
627559714,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
627512189,Male,Россия,Москва,1994
627133067,Male,Россия,Санкт-Петербург,Unfiled_bdate
626883604,Female,Россия,Санкт-Петербург,2000
625917779,Male,Россия,Москва,1990
624247001,Male,Казахстан,Петропавловск,1990
624212836,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
623752373,Male,Unfiled_country,Unfiled_city,2000
623683055,Male,Россия,Санкт-Петербург,Unfiled_bdate
623162705,Male,Россия,Новокуйбышевск,1996
622396701,Male,Россия,Москва,1992
621891386,Male,Россия,Unfiled_city,Unfiled_bdate
621701144,Male,Россия,Красноярск,1997
621277782,Male,Россия,Братск,Unfiled_bdate
620977963,Male,Unfiled_country,Unfiled_city,2005
620838325,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
620312296,Male,Беларусь,Барановичи,Unfiled_bdate
619934895,Male,Россия,Саратов,1991
619427508,Male,Россия,Санкт-Петербург,2001
617964035,Male,Россия,Москва,Unfiled_bdate
617721655,Male,Unfiled_country,Unfiled_city,2006
614950290,Male,Unfiled_country,Unfiled_city,2001
614870890,Male,Unfiled_country,Unfiled_city,1997
614199220,Male,Россия,Москва,1992
614047475,Male,Unfiled_country,Unfiled_city,1990
613957106,Female,Россия,Unfiled_city,Unfiled_bdate
613709270,Male,Бельгия,Bruxelles,Unfiled_bdate
613586995,Female,Россия,Unfiled_city,2000
613460056,Male,Unfiled_country,Unfiled_city,2005
611369033,Male,Unfiled_country,Unfiled_city,1989
610759852,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
608757168,Male,Unfiled_country,Unfiled_city,1993
608541062,Male,Unfiled_country,Unfiled_city,1999
608480312,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
608469798,Male,Россия,Unfiled_city,Unfiled_bdate
607398719,Male,Unfiled_country,Unfiled_city,2000
607068203,Male,Unfiled_country,Unfiled_city,1977
606644737,Male,Литва,Unfiled_city,Unfiled_bdate
605910297,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
604342215,Male,Китай,Harbin,Unfiled_bdate
603646316,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
603611610,Male,Перу,Lima,Unfiled_bdate
603070212,Male,Россия,Верхняя Пышма,1993
600327759,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
600111168,Male,Россия,Unfiled_city,1994
599553722,Male,Казахстан,Шымкент,1996
598810465,Male,Россия,Unfiled_city,2006
598705018,Male,Россия,Омск,1994
598490001,Male,Россия,Unfiled_city,Unfiled_bdate
597912295,Male,Unfiled_country,Unfiled_city,1996
597514223,Male,Украина,Киев,Unfiled_bdate
596097438,Female,Россия,Unfiled_city,Unfiled_bdate
594219026,Male,Unfiled_country,Unfiled_city,1996
593830541,Male,Россия,Красноярск,Unfiled_bdate
593509264,Male,Россия,Unfiled_city,1999
591334391,Male,Россия,Томск,Unfiled_bdate
590801302,Male,Unfiled_country,Unfiled_city,1998
590199453,Male,Россия,Ярославль,1991
588009254,Male,Unfiled_country,Unfiled_city,1996
587858006,Male,Unfiled_country,Unfiled_city,2001
587681032,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
587505193,Female,Unfiled_country,Unfiled_city,Unfiled_bdate
586470793,Male,Россия,Усолье-Сибирское,2001
586056936,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
585737521,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
585556951,Male,Россия,Unfiled_city,Unfiled_bdate
585222165,Male,Россия,Москва,1997
584905348,Male,Россия,Пермь,1991
584365323,Male,Россия,Тобольск,Unfiled_bdate
584167493,Male,Япония,Tokyo,Unfiled_bdate
584047220,Male,Россия,Москва,1993
583481177,Male,Россия,Санкт-Петербург,1994
582512626,Male,Россия,Москва,Unfiled_bdate
582399963,Male,Беларусь,Unfiled_city,Unfiled_bdate
582214880,Male,Unfiled_country,Unfiled_city,2000
582078039,Male,Россия,Уфа,Unfiled_bdate
582023102,Female,Россия,Саратов,Unfiled_bdate
581937347,Male,Unfiled_country,Unfiled_city,1991
581584923,Male,Россия,Москва,1997
579823698,Male,Казахстан,Шымкент,2006
579700193,Male,Россия,Иркутск,1977
579327512,Male,Россия,Владимир,1993
579201724,Male,Россия,Unfiled_city,1970
579160936,Male,Россия,Балаково,2001
579065399,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
578535181,Female,Unfiled_country,Unfiled_city,Unfiled_bdate
578446186,Male,Россия,Москва,1991
577756026,Male,Россия,Канск,Unfiled_bdate
576979313,Male,Украина,Киев,1996
576428421,Female,Россия,Санкт-Петербург,2002
576168906,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
575325236,Male,Unfiled_country,Unfiled_city,1989
575315646,Male,Ямайка,Silent Hill,Unfiled_bdate
575090119,Female,Unfiled_country,Unfiled_city,1995
574086908,Male,Польша,Warszawa,Unfiled_bdate
573851683,Male,Украина,Киев,1990
572835693,Male,Россия,Unfiled_city,Unfiled_bdate
572485526,Male,США,New York City,1993
572395286,Female,США,Los Angeles,2001
572338661,Male,Россия,Выборг,1997
572296852,Male,Россия,Саратов,Unfiled_bdate
571645920,Male,Германия,Unfiled_city,Unfiled_bdate
569831189,Male,Россия,Рубцовск,Unfiled_bdate
569612188,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
569507788,Female,Казахстан,Алматы,1999
568616662,Female,Южная Корея,Daegu,2002
568513249,Male,Unfiled_country,Unfiled_city,1994
568027242,Female,Россия,Unfiled_city,Unfiled_bdate
567886463,Male,Unfiled_country,Unfiled_city,1992
567763958,Male,Украина,Запорожье,1998
566959460,Male,Unfiled_country,Unfiled_city,1995
566052277,Male,Бахрейн,Al Muḩarraq,1996
565903726,Male,США,New York City,Unfiled_bdate
565531424,Male,Россия,Екатеринбург,1971
564855138,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
564742015,Female,Unfiled_country,Unfiled_city,2000
564111145,Male,Россия,Unfiled_city,Unfiled_bdate
563798120,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
563685414,Male,Франция,Nice,1917
563395599,Male,Россия,Орёл,Unfiled_bdate
563018838,Male,Россия,Нижний Новгород,Unfiled_bdate
562750303,Male,Украина,Unfiled_city,1998
562708538,Male,Северная Корея,Haeju,Unfiled_bdate
562432893,Male,Россия,Unfiled_city,Unfiled_bdate
561913559,Female,Азербайджан,Unfiled_city,Unfiled_bdate
561833823,Female,Россия,Нижний Новгород,Unfiled_bdate
560975217,Male,Unfiled_country,Unfiled_city,1997
560554698,Female,Россия,Новосибирск,1988
560205025,Male,Россия,Москва,Unfiled_bdate
560043782,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
559970463,Male,Уганда,Mbale,1970
559702120,Female,Unfiled_country,Unfiled_city,Unfiled_bdate
559420118,Male,Россия,Краснодар,2000
559359854,Male,Украина,Киев,1999
559277216,Male,Россия,Геймановская,2000
559157017,Male,Россия,Москва,2001
558702263,Male,Unfiled_country,Unfiled_city,1991
558220434,Male,США,New York City,1990
558201737,Male,Unfiled_country,Unfiled_city,1963
557991191,Male,США,Los Angeles,Unfiled_bdate
557762731,Female,Россия,Чита,1992
557234157,Male,Россия,Нижний Новгород,Unfiled_bdate
557078545,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
556776333,Male,Россия,Ульяновск,Unfiled_bdate
556764680,Male,Россия,Анапа,1995
556738243,Male,Unfiled_country,Unfiled_city,2000
556465539,Male,Россия,Когалым,1902
556325564,Male,Unfiled_country,Unfiled_city,1908
556177200,Male,Испания,Unfiled_city,Unfiled_bdate
556134003,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
556112729,Male,Россия,Петрозаводск,2001
555877609,Male,Россия,Смоленск,2004
555756612,Male,Дания,Copenhagen,1902
555297574,Male,Россия,Мурманск,1965
554731661,Male,Unfiled_country,Unfiled_city,1994
554652311,Female,Украина,Припять,1986
554609303,Male,Unfiled_country,Unfiled_city,2002
554353288,Male,Unfiled_country,Unfiled_city,2007
554091011,Female,Unfiled_country,Unfiled_city,Unfiled_bdate
554004925,Male,Unfiled_country,Unfiled_city,1989
553997765,Male,Россия,Кемерово,1995
553387217,Male,Unfiled_country,Unfiled_city,1995
553247949,Male,Unfiled_country,Unfiled_city,2001
552604626,Male,Россия,Unfiled_city,1976
552338249,Male,Украина,Владимирец,2005
552004725,Male,Россия,Москва,Unfiled_bdate
551959307,Male,США,Santa Monica,1998
551488828,Male,Unfiled_country,Unfiled_city,1995
551293003,Female,Россия,Нижний Новгород,Unfiled_bdate
550795811,Male,Россия,Ижевск,2003
550772571,Male,Россия,Электросталь,2005
550767083,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
550671110,Male,Unfiled_country,Unfiled_city,2002
550608331,Male,Россия,Чита,1987
550379044,Male,Unfiled_country,Unfiled_city,2005
550129530,Male,Россия,Тюмень,Unfiled_bdate
549654660,Female,Япония,Tokyo,2004
549222024,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
549060923,Female,Россия,Москва,1997
548810603,Male,Россия,Unfiled_city,Unfiled_bdate
548773168,Female,Россия,Севастополь,2003
548372122,Male,Unfiled_country,Unfiled_city,2006
547674974,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
547562270,Male,Россия,Санкт-Петербург,1982
547505227,Female,Россия,Санкт-Петербург,2002
547334035,Male,Казахстан,Нур-Султан / Астана,2000
546917993,Male,Россия,Великий Новгород,1995
546672689,Male,Россия,Чита,1988
546433958,Male,Россия,Краснодар,1996
546054496,Female,Казахстан,Unfiled_city,2000
544413487,Male,Unfiled_country,Unfiled_city,1997
544368082,Female,Россия,Владивосток,Unfiled_bdate
544146966,Female,Украина,Киев,2002
544114060,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
543955258,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
543821999,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
543696624,Male,Украина,Unfiled_city,2000
543542795,Female,Unfiled_country,Unfiled_city,1984
542999169,Male,Unfiled_country,Unfiled_city,2005
542859927,Male,Германия,Unfiled_city,2006
542756376,Male,Россия,Люберцы,2004
542742406,Male,Unfiled_country,Unfiled_city,1902
542543776,Male,Россия,Санкт-Петербург,Unfiled_bdate
542443688,Male,Россия,Чита,1984
542346999,Male,Unfiled_country,Unfiled_city,1997
542057902,Male,Германия,Unfiled_city,Unfiled_bdate
541925377,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
541911474,Female,Россия,Unfiled_city,Unfiled_bdate
541717810,Male,Украина,Киев,1986
541696881,Male,Unfiled_country,Unfiled_city,2005
541640460,Female,Unfiled_country,Unfiled_city,Unfiled_bdate
541284694,Female,Россия,Красноярск,Unfiled_bdate
541141584,Male,Unfiled_country,Unfiled_city,2007
541087857,Female,Unfiled_country,Unfiled_city,2005
541020662,Male,Unfiled_country,Unfiled_city,2001
540862644,Male,Unfiled_country,Unfiled_city,2000
540599320,Male,Россия,Белгород,2002
540127028,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
539550286,Male,Россия,Раменское,1999
539168775,Female,Unfiled_country,Unfiled_city,1990
538768767,Female,Россия,Санкт-Петербург,Unfiled_bdate
538731258,Male,Россия,Белгород (поселок),2000
538331757,Male,Unfiled_country,Unfiled_city,2000
538229890,Male,Россия,Москва,Unfiled_bdate
538201277,Male,Unfiled_country,Unfiled_city,2000
538047645,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
537459603,Male,Украина,Киев,Unfiled_bdate
537355821,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
537116593,Female,Украина,Unfiled_city,Unfiled_bdate
536858633,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
536729421,Male,Южная Корея,Seoul,Unfiled_bdate
536348243,Male,Unfiled_country,Unfiled_city,1987
536272662,Female,Россия,Тверь,Unfiled_bdate
536165241,Male,Россия,Екатеринбург,1982
535922682,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
535887466,Male,Россия,Чебоксары,Unfiled_bdate
535563145,Male,Россия,Можайск,1994
535501010,Male,Россия,Вологда,2000
535229366,Female,Россия,Лучегорск,1992
535086509,Male,Unfiled_country,Unfiled_city,1997
534929796,Male,Unfiled_country,Unfiled_city,2004
534729728,Male,США,Los Angeles,Unfiled_bdate
534500897,Female,Россия,Москва,1997
533910621,Male,Россия,Ковров,Unfiled_bdate
533897570,Male,Unfiled_country,Unfiled_city,1969
533680157,Male,Россия,Тольятти,Unfiled_bdate
533345703,Male,Япония,Toyota,1941
533057882,Male,Россия,Вологда,1994
532830726,Male,Нидерланды,Den Haag,1996
532659127,Male,Россия,Самара,Unfiled_bdate
532468282,Male,Россия,Москва,1987
532409158,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
532362159,Female,Unfiled_country,Unfiled_city,Unfiled_bdate
532152153,Female,Украина,Unfiled_city,Unfiled_bdate
532057966,Female,Россия,Unfiled_city,1990
531894877,Male,Россия,Ишимбай,2001
531825787,Female,США,Los Angeles,2000
531496283,Male,Unfiled_country,Unfiled_city,1996
530979269,Female,Unfiled_country,Unfiled_city,1995
530961329,Female,Unfiled_country,Unfiled_city,Unfiled_bdate
530918462,Female,Unfiled_country,Unfiled_city,Unfiled_bdate
530667498,Female,Россия,Москва,Unfiled_bdate
529487124,Male,Россия,Unfiled_city,Unfiled_bdate
529288365,Male,Казахстан,Алматы,2000
529248033,Male,Румыния,Braşov,1999
528779894,Male,Россия,Воронеж,1994
528069201,Male,Украина,Бердянск,1995
527916135,Male,Исландия,Unfiled_city,1996
527880001,Male,Россия,Санкт-Петербург,2002
527611708,Male,Unfiled_country,Unfiled_city,1999
527341414,Male,Unfiled_country,Unfiled_city,1980
527305531,Male,Unfiled_country,Unfiled_city,1996
527210106,Male,Россия,Москва,1995
527005516,Male,Россия,Unfiled_city,Unfiled_bdate
525920342,Male,Россия,Ульяновск,1998
525758328,Male,Россия,Москва,Unfiled_bdate
525658610,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
525585124,Male,Россия,Калининград,1977
525177266,Male,Россия,Череповец,2005
525058457,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
525006912,Male,США,Garibaldi,Unfiled_bdate
524405270,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
524290134,Male,Япония,Tokyo,1903
524030656,Male,Россия,Unfiled_city,1998
523952277,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
523835962,Male,Россия,Екатеринбург,1997
523669163,Male,Россия,Санкт-Петербург,1983
523606409,Male,Словения,Ljubljana,2002
523512141,Male,Россия,Москва,2004
523474455,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
522754825,Male,Россия,Омский,2004
522720554,Male,Россия,Рязань,Unfiled_bdate
522529123,Male,Беларусь,Могилёв,1998
522462651,Male,Россия,Новосибирск,Unfiled_bdate
521997926,Male,Россия,Нижний Тагил,1995
521966523,Female,Россия,Москва,1995
521924774,Female,Казахстан,Unfiled_city,2007
521611804,Male,Россия,Unfiled_city,Unfiled_bdate
521558060,Male,Россия,Екатеринбург,1993
521281587,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
521275936,Male,Россия,Москва,Unfiled_bdate
521269478,Male,Unfiled_country,Unfiled_city,2005
521184415,Female,Unfiled_country,Unfiled_city,Unfiled_bdate
521149543,Male,Россия,Санкт-Петербург,1989
521147401,Male,Россия,Москва,1985
520842929,Male,Украина,Киев,1990
520687424,Male,Unfiled_country,Unfiled_city,2001
520540984,Female,Unfiled_country,Unfiled_city,Unfiled_bdate
520528315,Male,Unfiled_country,Unfiled_city,1997
520061038,Male,Нигер,Unfiled_city,Unfiled_bdate
519890265,Male,Россия,Unfiled_city,1995
519826243,Male,Россия,Москва,Unfiled_bdate
519770366,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
519329794,Male,Россия,Москва,2002
519273073,Female,Unfiled_country,Unfiled_city,1990
518710585,Female,Россия,Челябинск,Unfiled_bdate
518627223,Male,Украина,Unfiled_city,1994
518581773,Male,Unfiled_country,Unfiled_city,1991
518320001,Female,Unfiled_country,Unfiled_city,Unfiled_bdate
518234552,Male,Россия,Москва,1972
518180643,Male,Россия,Анжеро-Судженск,1996
517825113,Male,Unfiled_country,Unfiled_city,1990
517528788,Male,Россия,Санкт-Петербург,1989
517528588,Male,Россия,Ижевск,1988
517324476,Male,Китай,Tianjin,1990
517300887,Male,Германия,Frankfurt am Main,1995
517249961,Male,Россия,Москва,1995
517204662,Female,Россия,Рязань,Unfiled_bdate
516984876,Male,Украина,Киев,Unfiled_bdate
516622874,Male,Россия,Чебоксары,1983
516577586,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
516480074,Female,Россия,Екатеринбург,1990
516479381,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
516387291,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
516337104,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
516196827,Male,Германия,Berlin,2000
516042657,Male,США,New York City,1989
515835759,Male,Россия,Москва,1997
515603677,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
515521021,Male,Украина,Запорожье,2000
515455166,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
515340802,Male,Сербия,Unfiled_city,Unfiled_bdate
515291599,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
515261475,Male,Россия,Новосибирск,1983
515243353,Female,Россия,Unfiled_city,Unfiled_bdate
515186758,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
515143989,Male,Россия,Unfiled_city,1991
515025304,Male,Россия,Иркутск,2005
514794475,Male,Россия,Екатеринбург,1998
514590817,Male,Россия,Unfiled_city,2000
514513620,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
514512225,Female,Украина,Unfiled_city,Unfiled_bdate
514465685,Male,Норвегия,Tromsø,1976
514356213,Female,Казахстан,Нур-Султан / Астана,1965
514312049,Male,Россия,Самара,Unfiled_bdate
514187021,Female,Россия,Уфа,Unfiled_bdate
514079928,Male,Россия,Unfiled_city,2001
514013494,Female,Россия,Москва,Unfiled_bdate
513530767,Male,Россия,Unfiled_city,2000
513503389,Male,Россия,Unfiled_city,1970
512514592,Male,Россия,Ростов-на-Дону,1990
512179718,Male,Россия,Москва,Unfiled_bdate
512151732,Male,Казахстан,Unfiled_city,Unfiled_bdate
511945236,Male,Италия,San Martino,1996
511463952,Male,Беларусь,Минск,1994
511172834,Male,Россия,Екатеринбург,2001
510306034,Male,Unfiled_country,Unfiled_city,1989
510221177,Male,"Виргинские острова, Великобритания",Road Town,1987
509973925,Male,Россия,Unfiled_city,1994
509672037,Female,Unfiled_country,Unfiled_city,2003
509442412,Male,Россия,Пермь,1999
509258837,Female,Unfiled_country,Unfiled_city,1996
509019453,Female,Россия,Unfiled_city,Unfiled_bdate
508982749,Male,Россия,Новосибирск,Unfiled_bdate
508862643,Female,Unfiled_country,Unfiled_city,Unfiled_bdate
508713657,Male,Россия,Ростов-на-Дону,1985
508277619,Male,Россия,Уфа,Unfiled_bdate
508151668,Female,Украина,Херсон,1991
508142546,Male,Израиль,Иерусалим,Unfiled_bdate
507987075,Male,Россия,Санкт-Петербург,Unfiled_bdate
507785602,Male,Россия,Орёл,2004
507717953,Female,Unfiled_country,Unfiled_city,Unfiled_bdate
507667069,Male,Unfiled_country,Unfiled_city,2000
507542139,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
507477007,Female,Россия,Москва,1993
507199599,Male,Беларусь,Минск,Unfiled_bdate
506999373,Male,Россия,Москва,1996
506713636,Male,Россия,Омск,Unfiled_bdate
506511678,Male,Россия,Набережные Челны,Unfiled_bdate
506331906,Male,Россия,Москва,1999
506300352,Female,Россия,Санкт-Петербург,1996
505801730,Female,Россия,Санкт-Петербург,1991
505473039,Male,Россия,Ростов-на-Дону,Unfiled_bdate
505194198,Male,Украина,Донецк,1996
504333316,Male,Россия,Нижний Тагил,1995
504332960,Male,Беларусь,Минск,1995
504276148,Male,Россия,Unfiled_city,2000
504110604,Male,Россия,Киров,Unfiled_bdate
503871201,Male,Россия,Unfiled_city,Unfiled_bdate
503677121,Male,Россия,Москва,Unfiled_bdate
503286631,Male,Россия,Иркутск,1994
502987149,Male,Россия,Москва,1985
502463454,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
502151055,Female,Россия,Самара,1902
502104754,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
501843865,Female,Россия,Унеча,Unfiled_bdate
501456430,Male,Россия,Светлоград,1992
501214833,Male,Unfiled_country,Unfiled_city,1999
501110871,Male,Unfiled_country,Unfiled_city,1997
500978659,Female,Unfiled_country,Unfiled_city,Unfiled_bdate
500923702,Male,Бельгия,Brugge,Unfiled_bdate
500643279,Male,Россия,Ярославль,2000
500079136,Male,Россия,Краснодар,Unfiled_bdate
499989868,Male,Россия,Омск,1997
499910763,Female,Таджикистан,Unfiled_city,1902
499838821,Female,Россия,Астрахань,2000
499698673,Male,Unfiled_country,Unfiled_city,1998
499375492,Male,Россия,Вологда,2000
499369806,Male,Россия,Петропавловск-Камчатский,2001
498584446,Male,Россия,Санкт-Петербург,1997
498464634,Male,Россия,Москва,Unfiled_bdate
498450420,Male,Россия,Москва,Unfiled_bdate
498373893,Male,Unfiled_country,Unfiled_city,1982
498208713,Male,Россия,Москва,1989
497741504,Female,Россия,Москва,Unfiled_bdate
497194810,Female,Россия,Unfiled_city,1982
496904654,Male,Италия,Torino,2002
496882421,Male,Unfiled_country,Unfiled_city,1902
496830644,Male,Unfiled_country,Unfiled_city,1999
496737044,Male,Россия,Новомосковск,2000
496731741,Female,Unfiled_country,Unfiled_city,Unfiled_bdate
496675037,Female,Россия,Симферополь,1941
496658572,Male,Казахстан,Караганда,1996
496651213,Male,Казахстан,Алматы,1999
496546115,Male,Россия,Москва,1995
496544377,Male,Unfiled_country,Unfiled_city,2000
496523244,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
496341321,Male,Россия,Туймазы,2003
496240024,Male,Россия,Unfiled_city,Unfiled_bdate
495817923,Male,Россия,Unfiled_city,Unfiled_bdate
495407809,Male,Северная Корея,Pyongyang,2004
495220616,Female,Россия,Unfiled_city,1995
495118770,Male,Россия,Волгоград,2004
495038885,Male,Россия,Unfiled_city,Unfiled_bdate
494979950,Male,Россия,Санкт-Петербург,Unfiled_bdate
494683664,Male,Россия,Соскино,1991
494608143,Male,Unfiled_country,Unfiled_city,2000
494565847,Male,Россия,Unfiled_city,Unfiled_bdate
494493302,Male,Россия,Донецк,Unfiled_bdate
494407024,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
494369180,Male,Россия,Истра,2004
494347721,Male,Unfiled_country,Unfiled_city,1902
494207214,Female,Украина,Киев,1995
494202760,Male,Россия,Москва,2001
494192544,Male,Россия,Unfiled_city,Unfiled_bdate
494173467,Female,Израиль,Unfiled_city,1969
494079903,Male,Россия,Томск,Unfiled_bdate
493973268,Female,Unfiled_country,Unfiled_city,Unfiled_bdate
493577817,Female,Испания,Barcelona,Unfiled_bdate
493474990,Male,Россия,Архипо-Осиповка,1996
493451787,Male,Россия,Брянск,2004
493386642,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
493323339,Male,Россия,Москва,1996
492971018,Male,Беларусь,Гомель,Unfiled_bdate
492942068,Male,Казахстан,Нур-Султан / Астана,1998
492897942,Female,Unfiled_country,Unfiled_city,1999
492773593,Male,США,Tampa,2002
492342429,Male,Unfiled_country,Unfiled_city,1992
492219676,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
491335643,Male,Россия,Москва,1996
491307275,Male,Россия,Ахтубинск,1996
491302751,Male,Россия,Краснодар,Unfiled_bdate
491237322,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
490994416,Male,Россия,Unfiled_city,Unfiled_bdate
490623289,Male,Беларусь,Кировск,1996
490607974,Female,Unfiled_country,Unfiled_city,Unfiled_bdate
490189951,Male,Россия,Unfiled_city,Unfiled_bdate
490013853,Male,Россия,Уфа,Unfiled_bdate
489890448,Female,Россия,Москва,2001
489720801,Male,Россия,Москва,Unfiled_bdate
489690251,Male,Россия,Чита,1989
489613441,Male,Украина,Unfiled_city,Unfiled_bdate
489415135,Female,Россия,Краснодар,Unfiled_bdate
489256228,Female,Россия,Unfiled_city,1996
489140202,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
489130096,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
489114034,Female,Unfiled_country,Unfiled_city,2004
489091091,Male,Unfiled_country,Unfiled_city,1995
489079025,Female,Россия,Москва,1996
488881939,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
488601009,Female,Россия,Unfiled_city,Unfiled_bdate
488419421,Male,США,Wyoming,1902
488252439,Male,Россия,Unfiled_city,Unfiled_bdate
488040018,Male,Россия,Киров,1999
487989914,Female,Россия,Санкт-Петербург,Unfiled_bdate
487986449,Male,Россия,Саратов,Unfiled_bdate
487939673,Male,Unfiled_country,Unfiled_city,1983
487738362,Male,Россия,Unfiled_city,Unfiled_bdate
487665744,Female,Unfiled_country,Unfiled_city,1990
487585537,Male,Unfiled_country,Unfiled_city,1995
487541381,Male,Россия,Unfiled_city,Unfiled_bdate
487368999,Male,Казахстан,Алматы,1997
486995103,Male,Unfiled_country,Unfiled_city,1990
486954935,Male,Таиланд,Amphoe Muang Phitsanulok,1987
486801060,Male,Украина,Киев,Unfiled_bdate
486676090,Male,Россия,Москва,1988
485972345,Male,Россия,Москва,1996
485798759,Male,США,"Washington, D.C.",Unfiled_bdate
485772851,Male,Unfiled_country,Unfiled_city,1991
485463862,Male,Россия,Москва,1902
485348447,Male,Россия,Уфа,Unfiled_bdate
484943155,Male,Unfiled_country,Unfiled_city,Unfiled_bdate
484567591,Male,Россия,Москва,1988
484466660,Male,Франция,Paris,2006
484403478,Male,Unfiled_country,Unfiled_city,2001
484185502,Male,Россия,Unfiled_city,Unfiled_bdate
483914164,Male,Unfiled_country,Unfiled_city,2004
483556778,Male,Unfiled_country,Unfiled_city,1991
483442750,Female,Россия,Unfiled_city,Unfiled_bdate
482867513,Male,Россия,Москва,1990
