id,sex,country,city,bdate,years,range_years
5904062,Male,Россия,Unfiled_city,1992,29,Старше 27
5899296,Male,Россия,Unfiled_city,1990,31,Старше 27
5896975,Male,Россия,Москва,1989,32,Старше 27
5892623,Male,Россия,Санкт-Петербург,1984,37,Старше 27
5870124,Male,Россия,Москва,1989,32,Старше 27
5863066,Male,Россия,Москва,1991,30,Старше 27
5859900,Male,Россия,Краснодар,1992,29,Старше 27
5854342,Male,Россия,Москва,1990,31,Старше 27
5852531,Male,Россия,Ростов-на-Дону,1991,30,Старше 27
5817637,Male,Россия,Евпатория,1989,32,Старше 27
5815089,Male,Россия,Нижний Новгород,1988,33,Старше 27
5795073,Male,Россия,Москва,1992,29,Старше 27
5743153,Male,Россия,Тюмень,1991,30,Старше 27
5732825,Male,Россия,Астрахань,1989,32,Старше 27
5671716,Male,Россия,Кемерово,1991,30,Старше 27
5656784,Male,Россия,Москва,1987,34,Старше 27
5631579,Male,Россия,Москва,1994,27,23-27
5626142,Male,Россия,Калининград,1993,28,Старше 27
5623565,Male,Россия,Иркутск,1989,32,Старше 27
5590239,Male,Россия,Unfiled_city,1990,31,Старше 27
5585600,Male,Россия,Архангельск,1986,35,Старше 27
5582577,Male,Россия,Екатеринбург,1989,32,Старше 27
5575771,Male,Россия,Unfiled_city,1985,36,Старше 27
5571219,Male,Россия,Пермь,1991,30,Старше 27
5564724,Male,Россия,Окуловка,1985,36,Старше 27
5557794,Male,Россия,Новосибирск,1980,41,Старше 27
5545855,Male,Россия,Москва,1991,30,Старше 27
5541879,Male,Россия,Голицыно,1990,31,Старше 27
